jour,Corona,Urgence,Hosp. Corona,n_dose1,n_complet,n_rappel,n_cum_dose1,n_cum_complet,n_cum_rappel,couv_dose1,couv_complet,couv_rappel,Hospitalisation,Réanimation,Guérisons,Morts,nbReg,nbDelta,P,T,Incidence,R,taux_occupation_sae,Positivité,tx_reg,dc_by_d
2021-08-12,1157.0,45241.0,463.0,253822.0,309994.0,2.0,45125200.0,38002556.0,209.0,6842.0,5738.2,0.0,9465.0,1807.0,397162.0,85963.0,69,79,26478.0,863336.0,247.974390819816,1.04,35.7,3.69430998836399,62.72997418142187,77.0
2021-08-13,1121.0,46331.0,507.0,235112.0,304099.0,3.0,45360312.0,38306655.0,212.0,6878.7,5784.3,0.0,9546.0,1831.0,397828.0,86037.0,66,77,25229.0,1002999.0,247.122122261948,1.03,36.2,3.5691828298066,30.510295849390264,74.0
2021-08-14,1103.0,44716.0,432.0,133802.0,211971.0,0.0,45494114.0,38518626.0,212.0,6898.3,5815.8,0.0,9648.0,1837.0,398257.0,86088.0,65,75,17614.0,840311.0,247.755363760364,1.02,36.3,3.44775821382815,-6.249757569555778,51.0
2021-08-15,1033.0,42452.0,421.0,34604.0,53028.0,1.0,45528718.0,38571654.0,213.0,6903.6,5822.5,0.0,9798.0,1852.0,398445.0,86132.0,55,76,5169.0,197636.0,247.497597221009,1.01,36.6,3.43601155569566,10.6327991752677,44.0
2021-08-16,1179.0,49755.0,548.0,172791.0,334164.0,0.0,45701509.0,38905818.0,213.0,6929.3,5872.4,0.0,10151.0,1908.0,398924.0,86228.0,49,70,34204.0,975439.0,244.694944848018,1.0,37.7,3.39226055548739,-56.835170966473505,96.0
2021-08-17,1064.0,45472.0,489.0,200870.0,356196.0,4.0,45902379.0,39262014.0,217.0,6961.4,5928.4,0.0,10219.0,1953.0,399763.0,86339.0,39,61,25271.0,821041.0,239.705001840498,0.99,38.6,3.33247299996313,-75.60550757801487,111.0
2021-08-18,1087.0,44875.0,485.0,185373.0,342171.0,7.0,46087752.0,39604185.0,224.0,6990.7,5981.7,0.0,10336.0,2054.0,400539.0,86451.0,25,47,22985.0,753852.0,233.759981655366,0.97,40.6,3.26298148256761,-79.6351890085197,112.0
2021-08-19,964.0,44139.0,446.0,178914.0,342692.0,1.0,46266666.0,39946877.0,225.0,7019.1,6034.8,0.0,10392.0,2049.0,401284.0,86578.0,14,29,21857.0,856307.0,226.882233992568,0.96,40.5,3.19083151428081,-81.1348584903526,127.0
2021-08-20,1017.0,45541.0,488.0,172975.0,381297.0,3.0,46439641.0,40328174.0,228.0,7046.7,6094.4,0.0,10515.0,2091.0,401946.0,86660.0,11,17,22396.0,1064704.0,222.622381183221,0.95,41.3,3.10551363615484,-79.81978698651906,82.0
2021-08-21,960.0,43589.0,398.0,96320.0,243088.0,0.0,46535961.0,40571262.0,228.0,7060.9,6130.0,0.0,10463.0,2106.0,402615.0,86789.0,15,13,14900.0,769513.0,218.606885093264,0.94,41.6,3.06546311333864,-76.4131975292646,129.0
2021-08-22,872.0,41616.0,417.0,28586.0,86417.0,1.0,46564547.0,40657679.0,229.0,7063.8,6140.5,0.0,10651.0,2128.0,402848.0,86883.0,14,13,4562.0,182326.0,217.733756815448,0.92,42.1,3.05968064850188,-67.74988989293892,94.0
2021-08-23,1023.0,47022.0,473.0,130296.0,366079.0,3.0,46694843.0,41023758.0,232.0,7083.6,6194.4,0.0,11007.0,2215.0,403285.0,86991.0,17,8,29681.0,896800.0,211.005007152276,0.91,43.8,3.014739473766,-75.25992075268569,108.0
2021-08-24,893.0,43431.0,419.0,150710.0,388511.0,3.0,46845553.0,41412269.0,235.0,7107.2,6254.0,0.0,11066.0,2221.0,404141.0,87143.0,23,13,21356.0,737987.0,205.167265526877,0.9,43.9,2.97677776961092,-80.9570243252183,152.0
2021-08-25,818.0,43244.0,405.0,140045.0,361816.0,2.0,46985598.0,41774085.0,237.0,7129.2,6310.1,0.0,11171.0,2239.0,404823.0,87236.0,20,13,18948.0,673609.0,199.161156161898,0.89,44.3,2.93399686860636,-80.41522658367013,93.0
2021-08-26,865.0,43710.0,408.0,132794.0,354415.0,10.0,47118392.0,42128500.0,247.0,7149.5,6365.4,0.0,11104.0,2261.0,405490.0,87343.0,17,16,17762.0,755513.0,193.070117937132,0.88,44.7,2.91161807041685,-80.61230810017695,107.0
2021-08-27,826.0,44086.0,374.0,138150.0,400399.0,10.0,47256542.0,42528899.0,257.0,7171.9,6427.4,0.0,11162.0,2270.0,406229.0,87438.0,17,15,17766.0,978790.0,186.15363079443,0.86,44.9,2.84905852705109,-81.25881956528941,95.0
2021-08-28,738.0,42631.0,333.0,83873.0,254245.0,0.0,47340415.0,42783144.0,257.0,7183.6,6464.2,0.0,11052.0,2259.0,406709.0,87512.0,18,16,11529.0,723868.0,181.129418246995,0.85,44.7,2.77689388548822,-80.49154168308318,74.0
2021-08-29,684.0,40993.0,338.0,24768.0,83500.0,1.0,47365183.0,42866644.0,258.0,7186.7,6474.0,0.0,11092.0,2276.0,406911.0,87565.0,18,11,3546.0,168926.0,179.627518410752,0.84,45.0,2.75865809087689,-72.96173192852783,53.0
2021-08-30,834.0,46096.0,396.0,109168.0,328875.0,5407.0,47474351.0,43195519.0,5665.0,7203.4,6523.5,0.0,11245.0,2290.0,407355.0,87663.0,7,10,22431.0,823050.0,168.813243597798,0.83,45.3,2.63072044528994,-80.77636122826577,98.0
2021-08-31,714.0,41789.0,345.0,119801.0,338939.0,11205.0,47594152.0,43534458.0,16870.0,7221.7,6576.6,0.30000000000000004,11120.0,2292.0,408275.0,87797.0,5,8,16345.0,643381.0,161.373773476404,0.82,45.3,2.56193240847099,-83.74724016798588,134.0
2021-09-01,688.0,41684.0,337.0,122755.0,288194.0,23236.0,47716907.0,43822652.0,40106.0,7240.5,6623.2,6.7,11119.0,2294.0,408908.0,87880.0,10,6,15258.0,572051.0,155.880217230144,0.81,45.4,2.52793757756411,-81.20925143233784,83.0
2021-09-02,632.0,41178.0,313.0,101320.0,249340.0,27938.0,47818227.0,44071992.0,68044.0,7256.7,6663.2,10.700000000000001,10934.0,2275.0,409615.0,87983.0,6,5,13142.0,618483.0,148.983099827393,0.8,45.0,2.50184905135409,-80.83087363695516,103.0
2021-09-03,641.0,43292.0,317.0,109029.0,294950.0,31954.0,47927256.0,44366942.0,99998.0,7273.8,6710.2,14.8,10816.0,2259.0,410229.0,88076.0,6,2,13079.0,845584.0,141.990623704881,0.79,44.7,2.46162851280668,-81.80614672561006,93.0
2021-09-04,568.0,44670.0,245.0,83363.0,218456.0,13342.0,48010619.0,44585398.0,113340.0,7285.3,6742.6,17.5,10654.0,2223.0,410710.0,88159.0,8,2,9253.0,658034.0,138.597939253367,0.79,44.0,2.42864516742169,-79.09929092001993,83.0
2021-09-05,541.0,44460.0,242.0,19068.0,44701.0,4555.0,48029687.0,44630099.0,117895.0,7288.4,6748.3,18.0,10644.0,2217.0,410888.0,88208.0,16,4,2774.0,140194.0,137.467044436195,0.78,43.8,2.42401328805195,-66.14844754804443,49.0
2021-09-06,592.0,48117.0,275.0,67847.0,179856.0,33219.0,48097534.0,44809955.0,151114.0,7298.4,6776.1,23.400000000000002,10757.0,2249.0,411314.0,88310.0,12,5,16611.0,688945.0,128.793870877887,0.77,44.5,2.34791581727652,-78.47003764065121,102.0
2021-09-07,542.0,44415.0,265.0,70708.0,180260.0,35226.0,48168242.0,44990215.0,186340.0,7309.8,6806.1,29.4,10646.0,2259.0,412039.0,88418.0,6,3,11686.0,550374.0,121.855034035241,0.76,44.7,2.27086877675524,-82.69980017273086,108.0
2021-09-08,518.0,45531.0,258.0,81878.0,205629.0,31399.0,48250120.0,45195844.0,217739.0,7322.8,6839.1,34.7,10438.0,2224.0,412721.0,88518.0,8,4,10509.0,518153.0,114.792528852904,0.76,44.0,2.16588564940164,-81.870666497292,100.0
2021-09-09,454.0,47086.0,230.0,68623.0,163903.0,35416.0,48318743.0,45359747.0,253155.0,7334.1,6865.9,40.8,10323.0,2195.0,413273.0,88621.0,8,5,9927.0,613496.0,110.000753184888,0.75,43.4,2.08364849456417,-80.42350339202002,103.0
2021-09-10,469.0,47482.0,226.0,87698.0,203478.0,39439.0,48406441.0,45563225.0,292594.0,7347.8,6898.0,47.2,10115.0,2151.0,413880.0,88701.0,11,6,9785.0,836652.0,105.085309177182,0.74,42.5,1.99335754748737,-78.35812877793332,80.0
2021-09-11,441.0,46557.0,200.0,61464.0,168126.0,13640.0,48467905.0,45731351.0,306234.0,7357.0,6923.8,49.4,10018.0,2131.0,414243.0,88747.0,11,6,6531.0,637240.0,101.031073607321,0.73,42.1,1.91126662743055,-77.43018459414445,46.0
2021-09-12,381.0,45775.0,178.0,11390.0,31195.0,3012.0,48479295.0,45762546.0,309246.0,7358.0,6927.1,49.7,10012.0,2129.0,414405.0,88776.0,14,4,1880.0,137477.0,99.7124413106192,0.73,42.1,1.88632338035283,-69.58268618384396,29.0
2021-09-13,426.0,52642.0,212.0,58228.0,125857.0,42861.0,48537523.0,45888403.0,352107.0,7366.8,6946.8,57.0,9986.0,2103.0,414778.0,88862.0,8,4,11771.0,665563.0,92.4934882286738,0.72,41.6,1.75940104917293,-76.81572920643305,86.0
2021-09-14,408.0,47373.0,193.0,67482.0,127407.0,60487.0,48605005.0,46015810.0,412594.0,7378.6,6967.3,67.0,9739.0,2000.0,415490.0,88956.0,5,2,8387.0,549677.0,87.5735742809785,0.72,39.5,1.66358385920321,-80.64400072547801,94.0
2021-09-15,345.0,46237.0,171.0,70475.0,164761.0,54128.0,48675480.0,46180571.0,466722.0,7390.2,6993.2,76.0,9555.0,1959.0,416030.0,89033.0,8,5,7873.0,497421.0,83.6489669707939,0.71,38.7,1.5961604126857,-77.25807839179386,77.0
2021-09-16,344.0,47182.0,156.0,58409.0,109545.0,59297.0,48733889.0,46290116.0,526019.0,7399.8,7011.0,85.6,9297.0,1952.0,416554.0,89098.0,13,6,7211.0,564313.0,79.6036712809112,0.71,38.6,1.53918576940274,-75.9128577609036,65.0
2021-09-17,336.0,48550.0,158.0,69221.0,150091.0,56542.0,48803110.0,46440207.0,582561.0,7411.2,7035.3,94.8,9070.0,1891.0,417059.0,89164.0,13,4,7414.0,792154.0,76.0634788097652,0.71,37.4,1.48647165206838,-75.2294632470492,66.0
2021-09-18,321.0,46796.0,132.0,44228.0,135543.0,17110.0,48847338.0,46575750.0,599671.0,7417.5,7055.5,97.2,8912.0,1837.0,417399.0,89206.0,13,5,5016.0,578139.0,73.8061591154108,0.71,36.3,1.45395979867933,-70.96681707182199,42.0
2021-09-19,299.0,45692.0,125.0,6788.0,22609.0,2582.0,48854126.0,46598359.0,602253.0,7418.6,7057.6,97.4,8887.0,1832.0,417505.0,89234.0,19,9,1400.0,120079.0,73.0924586971958,0.71,36.2,1.44566766795027,-56.052764297494996,28.0
2021-09-20,350.0,52719.0,180.0,39704.0,89454.0,49685.0,48893830.0,46687813.0,651938.0,7424.3,7070.5,106.10000000000001,8845.0,1805.0,417826.0,89255.0,13,11,8904.0,613961.0,68.8281359478608,0.72,35.7,1.38045747489303,-68.11142030069435,21.0
2021-09-21,300.0,47168.0,130.0,41951.0,91899.0,62485.0,48935781.0,46779712.0,714423.0,7431.6,7086.4,116.1,8594.0,1744.0,418397.0,89407.0,14,10,6376.0,508604.0,65.8407260553323,0.72,34.5,1.334552245928,-74.58134810973247,152.0
2021-09-22,293.0,47013.0,145.0,44248.0,135842.0,54584.0,48980029.0,46915554.0,769007.0,7438.3,7107.7,125.7,8414.0,1656.0,418859.0,89465.0,17,15,5963.0,454400.0,62.9933742824536,0.73,32.7,1.29305308925241,-71.07965872641182,58.0
2021-09-23,256.0,49060.0,112.0,39398.0,84132.0,62651.0,49019427.0,46999686.0,831658.0,7445.2,7121.7,136.1,8237.0,1609.0,419256.0,89527.0,22,18,5906.0,532090.0,61.0474604073203,0.73,31.8,1.26702687190449,-67.351561699155,62.0
2021-09-24,294.0,48627.0,143.0,48252.0,123282.0,58580.0,49067679.0,47122968.0,890238.0,7453.1,7141.4,146.0,8107.0,1586.0,419628.0,89576.0,22,16,6091.0,733998.0,59.0702569522653,0.74,31.4,1.24475113454615,-62.98757344261685,49.0
2021-09-25,247.0,47323.0,111.0,31854.0,110894.0,18081.0,49099533.0,47233862.0,908319.0,7457.4,7156.9,148.3,7980.0,1571.0,419912.0,89605.0,25,14,4177.0,532254.0,57.8201637353918,0.75,31.1,1.22520372177021,-58.21293722073334,29.0
2021-09-26,241.0,46888.0,122.0,4831.0,17048.0,2254.0,49104364.0,47250910.0,910573.0,7457.8,7159.7,148.6,7994.0,1577.0,419971.0,89619.0,31,14,1150.0,106539.0,57.4506486963159,0.76,31.2,1.22107553960024,-39.00069535535306,14.0
2021-09-27,263.0,54935.0,105.0,30720.0,72594.0,47710.0,49135084.0,47323504.0,958283.0,7462.8,7170.8,156.9,7980.0,1571.0,420247.0,89693.0,28,19,7633.0,573379.0,55.5583741010485,0.77,31.1,1.19527071817537,-48.515100291954084,74.0
2021-09-28,255.0,48323.0,110.0,33317.0,68217.0,55699.0,49168401.0,47391721.0,1013982.0,7467.4,7181.5,166.2,7801.0,1524.0,420645.0,89751.0,28,22,5546.0,486151.0,54.3202007241452,0.77,30.1,1.1757637288,-57.42605239074335,58.0
2021-09-29,249.0,47308.0,113.0,40951.0,96537.0,54210.0,49209352.0,47488258.0,1068192.0,7474.8,7197.3,175.1,7726.0,1466.0,420934.0,89793.0,30,24,5074.0,435954.0,52.995608507458,0.78,29.0,1.15337022250239,-52.031276387854994,42.0
2021-09-30,215.0,48229.0,87.0,33118.0,64170.0,58709.0,49242470.0,47552428.0,1126901.0,7480.5,7207.2,184.9,7565.0,1414.0,421264.0,89849.0,23,22,4958.0,528440.0,51.5845974509869,0.79,28.0,1.12586897045801,-53.829456175917976,56.0
2021-10-01,194.0,48318.0,107.0,56797.0,92010.0,63006.0,49299267.0,47644438.0,1189907.0,7488.4,7222.1,194.9,7410.0,1355.0,421579.0,89895.0,21,20,4919.0,707413.0,49.8398308753506,0.79,26.8,1.09278227922041,-57.63518509589796,46.0
2021-10-02,205.0,46579.0,102.0,36170.0,76325.0,23095.0,49335437.0,47720763.0,1213002.0,7493.8,7233.2,198.6,7294.0,1325.0,421787.0,89925.0,16,18,3300.0,528232.0,48.5346083986149,0.8,26.2,1.05728467975868,-56.745539119036536,30.0
2021-10-03,216.0,44813.0,107.0,4647.0,10212.0,2504.0,49340084.0,47730975.0,1215506.0,7493.9,7234.3,199.2,7308.0,1326.0,421839.0,89934.0,22,17,1043.0,99419.0,48.3751805390137,0.81,26.2,1.05559504061832,-36.21625663433968,9.0
2021-10-04,208.0,52421.0,104.0,31967.0,54347.0,54407.0,49372051.0,47785322.0,1269913.0,7500.0,7243.1,207.5,7299.0,1328.0,422072.0,89984.0,26,18,6328.0,512831.0,46.4262867038879,0.81,26.3,1.03262962469535,-46.51033409740605,50.0
2021-10-05,216.0,47404.0,109.0,30373.0,57435.0,64161.0,49402424.0,47842757.0,1334074.0,7503.8,7252.1,218.0,7096.0,1279.0,422510.0,90045.0,25,17,4781.0,456650.0,45.2909219467274,0.82,25.3,1.01835702698845,-57.03844424279052,61.0
2021-10-06,183.0,46771.0,97.0,39584.0,74752.0,67396.0,49442008.0,47917509.0,1401470.0,7511.0,7265.1,229.2,7038.0,1242.0,422728.0,90079.0,24,18,4423.0,403413.0,44.3254149091421,0.84,24.6,1.00972833830804,-46.40905719556283,34.0
2021-10-07,220.0,48715.0,114.0,28029.0,54805.0,67820.0,49470037.0,47972314.0,1469290.0,7515.2,7274.3,240.6,6903.0,1200.0,423001.0,90113.0,36,27,4619.0,472171.0,43.8143517704203,0.85,23.7,1.0179521113177,-36.43789898563043,34.0
2021-10-08,204.0,49130.0,105.0,45280.0,83652.0,83932.0,49515317.0,48055966.0,1553222.0,7523.0,7287.4,254.0,6805.0,1164.0,423274.0,90151.0,44,28,4700.0,675274.0,43.4880461512364,0.87,23.0,1.02059870088454,-22.71829919805689,38.0
2021-10-09,188.0,48110.0,77.0,31209.0,59247.0,33575.0,49546526.0,48115213.0,1586797.0,7526.8,7296.4,258.4,6706.0,1127.0,423485.0,90166.0,56,33,3534.0,513558.0,43.8322315303756,0.89,22.3,1.02526105506605,0.5122037470075665,15.0
2021-10-10,150.0,47328.0,74.0,3801.0,6822.0,3387.0,49550327.0,48122035.0,1590184.0,7527.2,7297.6,258.8,6737.0,1132.0,423537.0,90174.0,51,41,1005.0,92281.0,43.7830621904986,0.92,22.4,1.02598677686874,8.391076719807684,8.0
2021-10-11,214.0,54776.0,102.0,28146.0,46522.0,63641.0,49578473.0,48168557.0,1653825.0,7531.7,7304.3,268.8,6729.0,1145.0,423734.0,90204.0,55,48,6758.0,507284.0,44.4207736289036,0.94,22.6,1.04644469248643,16.397629512047658,30.0
2021-10-12,204.0,48487.0,105.0,28383.0,47450.0,75047.0,49606856.0,48216007.0,1728872.0,7536.6,7312.0,280.7,6629.0,1111.0,424018.0,90257.0,61,60,5305.0,444980.0,45.1985431869584,0.97,22.0,1.06849385514767,35.288588660176686,53.0
2021-10-13,191.0,47951.0,90.0,37071.0,58272.0,78605.0,49643927.0,48274279.0,1807477.0,7543.0,7321.7,293.4,6601.0,1091.0,424238.0,90280.0,70,61,5133.0,413801.0,46.2608989243015,1.0,21.6,1.0916446360581,42.61599993446302,23.0
2021-10-14,208.0,49793.0,110.0,27873.0,46041.0,73044.0,49671800.0,48320320.0,1880521.0,7547.4,7329.6,305.4,6523.0,1075.0,424464.0,90318.0,78,67,6306.0,807823.0,48.7700252380262,1.02,21.3,1.07976726219027,60.751539417440156,38.0
2021-10-15,203.0,49631.0,106.0,42335.0,64964.0,102297.0,49714135.0,48385284.0,1982818.0,7554.2,7339.6,320.7,6470.0,1051.0,424693.0,90352.0,69,72,4692.0,373296.0,48.7566154180597,1.04,20.8,1.15129686697935,51.29225351145877,34.0
2021-10-16,210.0,48514.0,87.0,28980.0,43227.0,39345.0,49743115.0,48428511.0,2022163.0,7558.0,7345.3,327.0,6437.0,1049.0,424817.0,90367.0,45,70,3338.0,283697.0,48.4660693187864,1.05,20.7,1.20852880714625,-8.641568272550375,15.0
2021-10-17,198.0,48043.0,94.0,3132.0,5039.0,3608.0,49746247.0,48433550.0,2025771.0,7558.3,7346.1,327.5,6448.0,1052.0,424868.0,90372.0,41,68,989.0,60671.0,48.4481895588311,1.06,20.8,1.21860588877916,-8.76668994458553,5.0
2021-10-18,217.0,56027.0,117.0,25231.0,37600.0,70873.0,49771478.0,48471150.0,2096644.0,7562.9,7351.8,338.4,6468.0,1049.0,425074.0,90413.0,57,66,7014.0,391024.0,48.8281344578808,1.07,20.7,1.26705023698955,10.261268576848074,41.0
2021-10-19,226.0,51152.0,120.0,21728.0,36372.0,81040.0,49793206.0,48507522.0,2177684.0,7566.3,7357.3,351.0,6483.0,1046.0,425292.0,90452.0,67,63,5878.0,347376.0,49.6804030157493,1.08,20.7,1.32716275426373,31.63750206472616,39.0
2021-10-20,221.0,49163.0,109.0,28986.0,45771.0,100782.0,49822192.0,48553293.0,2278466.0,7571.0,7365.4,367.0,6465.0,1026.0,425537.0,90473.0,66,62,6165.0,314645.0,51.2180623719036,1.09,20.3,1.41931733210457,50.07587971941312,21.0
2021-10-21,212.0,49121.0,109.0,20923.0,36680.0,88276.0,49843115.0,48589973.0,2366742.0,7574.9,7371.4,381.0,6453.0,1009.0,425777.0,90508.0,66,66,6278.0,342016.0,51.1718729920191,1.1,19.9,1.72151929190339,36.71318221228595,35.0
2021-10-22,218.0,48904.0,115.0,31440.0,52980.0,111810.0,49874555.0,48642953.0,2478552.0,7579.8,7380.3,397.7,6400.0,1010.0,426012.0,90537.0,70,68,6319.0,436541.0,53.5901105259711,1.1,20.0,1.75137889375884,49.863980337792846,29.0
2021-10-23,233.0,47320.0,111.0,21989.0,37067.0,48193.0,49896544.0,48680020.0,2526745.0,7582.8,7384.9,405.6,6348.0,1007.0,426213.0,90560.0,83,73,4434.0,335682.0,55.2171686819019,1.1,19.9,1.75670121858437,63.69214231449198,23.0
2021-10-24,206.0,45781.0,108.0,2200.0,4118.0,3858.0,49898744.0,48684138.0,2530603.0,7583.0,7385.2,405.9,6377.0,1018.0,426243.0,90564.0,83,80,1061.0,64748.0,55.3318971416149,1.11,20.1,1.75711034459917,41.05238857215241,4.0
2021-10-25,260.0,52042.0,148.0,21070.0,30528.0,86039.0,49919814.0,48714666.0,2616642.0,7586.8,7390.9,419.4,6405.0,1023.0,426431.0,90605.0,62,81,7615.0,350750.0,56.219925219394,1.11,20.2,1.82448539473621,26.628191527502302,41.0
2021-10-26,242.0,47250.0,127.0,19201.0,28079.0,91601.0,49939015.0,48742745.0,2708243.0,7589.9,7394.4,434.3,6445.0,1049.0,426654.0,90643.0,68,79,6282.0,292853.0,56.8203871578922,1.11,20.7,1.89731465422454,36.65828252395937,38.0
2021-10-27,247.0,46842.0,145.0,24432.0,39076.0,113818.0,49963447.0,48781821.0,2822061.0,7593.5,7401.6,452.4,6489.0,1038.0,426836.0,90677.0,66,81,6444.0,284130.0,57.2271516968749,1.11,20.5,1.94092528488769,26.730430359507473,34.0
2021-10-28,263.0,47234.0,137.0,18869.0,26732.0,93670.0,49982316.0,48808553.0,2915731.0,7596.7,7406.0,467.4,6541.0,1037.0,427031.0,90710.0,57,75,6377.0,287474.0,57.3657198365283,1.11,20.5,2.00456925789129,15.251869125961155,33.0
2021-10-29,260.0,47362.0,142.0,25593.0,40747.0,124318.0,50007909.0,48849300.0,3040049.0,7601.2,7412.3,486.6,6534.0,1034.0,427286.0,90737.0,70,73,7552.0,377091.0,59.1924353119597,1.11,20.4,2.12990564014583,44.49838354365755,27.0
2021-10-30,255.0,45796.0,119.0,16407.0,29232.0,52993.0,50024316.0,48878532.0,3093042.0,7603.8,7416.9,494.6,6524.0,1039.0,427445.0,90759.0,88,78,5860.0,331824.0,61.3216167266346,1.11,20.5,2.20001796107578,63.18000956166854,22.0
2021-10-31,242.0,45893.0,104.0,1803.0,3269.0,3787.0,50026119.0,48881801.0,3096829.0,7604.0,7417.2,495.0,6572.0,1046.0,427489.0,90771.0,84,80,1646.0,75139.0,62.2126247644062,1.12,20.7,2.22051098236631,56.487071278184615,12.0
2021-11-01,248.0,46507.0,106.0,5146.0,3113.0,3363.0,50031265.0,48884914.0,3100192.0,7604.7,7417.4,495.7,6639.0,1069.0,427519.0,90777.0,1,62,2177.0,85834.0,54.1190534246482,1.13,21.1,2.20309848254177,-74.48114752258682,6.0
2021-11-02,326.0,49694.0,175.0,20287.0,31591.0,98872.0,50051552.0,48916505.0,3199064.0,7607.3,7422.4,511.5,6680.0,1091.0,427801.0,90851.0,56,64,11763.0,370193.0,62.2841438042274,1.15,21.6,2.45237746032677,2.0479969116825587,74.0
2021-11-03,279.0,44804.0,140.0,23746.0,38351.0,125081.0,50075298.0,48954856.0,3324145.0,7612.3,7428.9,531.9,6764.0,1096.0,428108.0,90890.0,98,85,9005.0,281011.0,66.0970026146914,1.17,21.7,2.60883986283316,80.52057399165354,39.0
2021-11-04,275.0,43790.0,143.0,18800.0,27363.0,113625.0,50094098.0,48982219.0,3437770.0,7614.6,7433.3,550.3,6718.0,1099.0,428434.0,90937.0,92,85,8906.0,275605.0,69.8621820652747,1.19,21.7,2.77261352293639,75.21557820602482,47.0
2021-11-05,263.0,44267.0,136.0,25948.0,40110.0,150343.0,50120046.0,49022329.0,3588113.0,7618.0,7439.6,574.3,6735.0,1089.0,428716.0,90963.0,91,90,9966.0,367263.0,73.44260399632,1.21,21.5,2.93100823686395,74.7691748776477,26.0
2021-11-06,265.0,43219.0,146.0,17514.0,29483.0,67834.0,50137560.0,49051812.0,3655947.0,7621.3,7444.2,585.8,6667.0,1099.0,428950.0,90988.0,88,93,7680.0,302889.0,76.1633074695156,1.24,21.7,3.06343700408003,72.39037342514112,25.0
2021-11-07,275.0,42450.0,152.0,1815.0,3614.0,5515.0,50139375.0,49055426.0,3661462.0,7621.6,7445.0,586.1,6709.0,1101.0,428990.0,90998.0,73,96,1946.0,64027.0,76.6222213083678,1.26,21.8,3.09997004015343,57.82983975068821,10.0
2021-11-08,308.0,48127.0,183.0,15739.0,27672.0,133474.0,50155114.0,49083098.0,3794936.0,7624.7,7448.7,607.5,6865.0,1141.0,429250.0,91053.0,101,98,14621.0,372074.0,95.1545925020184,1.28,22.6,3.3476490239278,83.98825674122891,55.0
2021-11-09,322.0,43527.0,171.0,17577.0,28151.0,171228.0,50172691.0,49111249.0,3966164.0,7627.2,7453.2,635.0,6851.0,1140.0,429618.0,91097.0,100,100,11189.0,329506.0,94.291894084176,1.29,22.5,3.36265194873236,83.54227316498157,44.0
2021-11-10,377.0,44573.0,196.0,25469.0,37836.0,197774.0,50198160.0,49149085.0,4163938.0,7631.7,7460.2,666.9,6906.0,1154.0,429919.0,91130.0,69,97,12165.0,354390.0,99.0017208523967,1.31,22.8,3.41973114618765,62.53150932452,33.0
2021-11-11,315.0,41457.0,158.0,2910.0,4077.0,13643.0,50201070.0,49153162.0,4177581.0,7632.3,7460.8,668.9,6952.0,1145.0,430063.0,91147.0,24,95,2885.0,86151.0,90.0290613148373,1.33,22.6,3.39681383213759,-64.8653647468965,17.0
2021-11-12,386.0,49961.0,206.0,23319.0,35724.0,196232.0,50224389.0,49188886.0,4373813.0,7635.6,7465.9,699.1,7046.0,1182.0,430277.0,91195.0,57,92,17320.0,481404.0,100.97147440747,1.35,23.4,3.60695875259809,44.56345902036996,48.0
2021-11-13,374.0,44728.0,199.0,16505.0,24330.0,85860.0,50240894.0,49213216.0,4459673.0,7638.2,7469.9,712.4,7050.0,1202.0,430476.0,91211.0,99,87,10603.0,331494.0,105.350525616518,1.38,23.8,3.70724770964489,82.5628995839687,16.0
2021-11-14,352.0,43859.0,157.0,1789.0,2870.0,7815.0,50242683.0,49216086.0,4467488.0,7638.8,7470.5,713.8,7111.0,1210.0,430524.0,91228.0,86,77,2920.0,68131.0,106.812195992863,1.42,23.9,3.75302796539049,71.09759387658423,17.0
2021-11-15,436.0,51345.0,222.0,16057.0,23693.0,171040.0,50258740.0,49239779.0,4638528.0,7640.9,7474.2,740.9,7361.0,1257.0,430811.0,91298.0,96,92,23682.0,458995.0,120.305454839116,1.45,24.9,4.06880735563048,82.38273644353751,70.0
2021-11-16,409.0,46172.0,211.0,18530.0,23864.0,213776.0,50277270.0,49263643.0,4852304.0,7643.5,7477.9,776.0,7535.0,1277.0,431216.0,91345.0,97,98,19351.0,433490.0,132.453261748734,1.49,25.2,4.26237462828407,85.53996648155983,47.0
2021-11-17,447.0,46285.0,225.0,24656.0,31246.0,211877.0,50301926.0,49294889.0,5064181.0,7647.8,7482.5,810.7,7663.0,1300.0,431559.0,91395.0,97,97,20313.0,405919.0,144.584678878394,1.52,25.7,4.52669329994533,85.290894926321,50.0
2021-11-18,442.0,47327.0,240.0,18365.0,23674.0,204599.0,50320291.0,49318563.0,5268780.0,7651.0,7486.7,843.8,7787.0,1333.0,431887.0,91447.0,100,98,21539.0,445058.0,172.371315828899,1.55,26.4,4.69188836674331,87.13172847747983,52.0
2021-11-19,500.0,48127.0,245.0,27418.0,34399.0,260881.0,50347709.0,49352962.0,5529661.0,7654.8,7491.8,885.2,7940.0,1353.0,432215.0,91497.0,97,99,23529.0,569320.0,181.607701825799,1.57,26.7,4.77553766231934,86.90786226126686,50.0
2021-11-20,477.0,45614.0,232.0,20815.0,25127.0,109024.0,50368524.0,49378089.0,5638685.0,7658.4,7496.0,902.1,7974.0,1333.0,432421.0,91520.0,95,98,17565.0,422426.0,192.001802279803,1.58,26.4,4.87760933476513,84.18264426550003,23.0
